index,predict
195074,0.0
464338,0.0
105015,0.0
226818,0.0
418770,0.0
518676,0.0
175671,0.0
189234,0.0
484654,0.0
101905,0.0
144546,0.0
247579,0.0
318576,0.0
429657,0.0
186978,0.0
28088,0.0
94049,0.0
471702,0.0
484112,0.0
178128,0.0
491192,0.0
355717,0.0
134868,0.0
296810,0.0
383763,0.0
110116,0.0
8348,0.0
175795,0.0
562785,0.0
358376,0.0
101389,0.0
234182,0.0
245593,0.0
87038,0.0
260242,0.0
356091,0.0
108235,0.0
202563,0.0
179864,0.0
6403,0.0
333485,0.0
452852,0.0
565311,0.0
150981,0.0
1223,0.0
462393,0.0
1766,0.0
57499,0.0
425286,0.0
511159,0.0
224209,0.0
554622,0.0
82718,0.0
284720,0.0
75651,0.0
529752,0.0
203210,0.0
108153,0.0
410329,0.0
288473,0.0
523484,0.0
474849,0.0
230310,0.0
425220,0.0
481382,0.0
475922,0.0
538327,0.0
32365,0.0
178093,0.0
291203,0.0
27867,0.0
386537,0.0
150311,0.0
236844,0.0
414361,0.0
44118,0.0
105862,0.0
94986,0.0
290179,0.0
219610,0.0
514051,0.0
93162,0.0
301483,0.0
156992,0.0
529716,0.0
499370,0.0
467982,0.0
369798,0.0
85237,0.0
38940,0.0
487977,0.0
56428,0.0
510639,0.0
82080,0.0
479770,0.0
228725,0.0
530869,0.0
102624,0.0
459273,0.0
336903,0.0
362650,0.0
221844,0.0
339064,0.0
277811,0.0
302293,0.0
130551,0.0
487941,0.0
543172,0.0
474447,0.0
479125,0.0
41732,0.0
169278,0.0
441876,0.0
155029,0.0
542717,0.0
481793,0.0
238361,0.0
118527,0.0
232485,0.0
77291,0.0
7981,0.0
326879,0.0
548967,0.0
447196,0.0
54908,0.0
457968,0.0
492960,0.0
287752,0.0
491799,0.0
203142,0.0
511789,0.0
80571,0.0
26489,0.0
304023,0.0
338092,0.0
1239,0.0
210837,0.0
415362,0.0
169308,0.0
127711,0.0
547469,0.0
274508,0.0
327605,0.0
308821,0.0
339364,0.0
322132,0.0
50631,0.0
452918,0.0
33134,0.0
159376,0.0
461424,0.0
426183,0.0
186669,0.0
326604,0.0
277076,0.0
28047,0.0
117711,0.0
444590,0.0
541012,0.0
272582,0.0
302242,0.0
483185,0.0
448639,0.0
384400,0.0
425301,0.0
545445,0.0
312442,0.0
210657,0.0
291729,0.0
54716,0.0
394088,0.0
103243,0.0
32353,0.0
514246,0.0
50201,0.0
23986,0.0
561593,0.0
242305,0.0
417617,0.0
180773,0.0
486723,0.0
454135,0.0
276985,0.0
133159,0.0
436470,0.0
77627,0.0
477724,0.0
576264,0.0
190407,0.0
517772,0.0
26640,0.0
148245,0.0
221911,0.0
421663,0.0
241039,0.0
164454,0.0
461088,0.0
379724,0.0
445059,0.0
293967,0.0
285886,0.0
110348,0.0
22728,0.0
430785,0.0
182457,0.0
166658,0.0
561944,0.0
175346,0.0
413419,0.0
60665,0.0
258332,0.0
314224,0.0
149779,0.0
295754,0.0
343810,0.0
216570,0.0
204933,0.0
307957,0.0
369480,0.0
178911,0.0
530151,0.0
262524,0.0
321361,0.0
417760,0.0
242666,0.0
372326,0.0
551524,0.0
465680,0.0
516618,0.0
30244,0.0
84111,0.0
90482,0.0
419102,0.0
312841,0.0
99886,0.0
369768,0.0
99786,0.0
264986,0.0
498202,0.0
358645,0.0
467820,0.0
153424,0.0
135144,0.0
546838,0.0
165860,0.0
206204,0.0
410284,0.0
29671,0.0
228819,0.0
444726,0.0
552049,0.0
248698,0.0
323251,0.0
266160,0.0
515456,0.0
91793,0.0
525583,0.0
536435,0.0
283895,0.0
536374,0.0
139424,0.0
17908,0.0
265888,0.0
197779,0.0
520547,0.0
277988,0.0
262054,0.0
405498,0.0
280521,0.0
348106,0.0
444610,0.0
451800,0.0
228687,0.0
399000,0.0
290103,0.0
402874,0.0
373305,0.0
63171,0.0
365456,0.0
577951,0.0
175309,0.0
119199,0.0
231093,0.0
385840,0.0
526376,0.0
216807,0.0
573109,0.0
225843,0.0
415754,0.0
123999,0.0
466319,0.0
428407,0.0
567484,0.0
542126,0.0
351067,0.0
348180,0.0
16226,0.0
425850,0.0
286378,0.0
103458,0.0
252912,0.0
7442,0.0
186747,0.0
410580,0.0
75910,0.0
430257,0.0
431116,0.0
6974,0.0
527833,0.0
401595,0.0
508629,0.0
137203,0.0
507361,0.0
366098,0.0
475379,0.0
500683,0.0
209013,0.0
106797,0.0
2544,0.0
255918,0.0
266851,0.0
380217,0.0
480568,0.0
304513,0.0
41679,0.0
283571,0.0
286776,0.0
346428,0.0
48742,0.0
551316,0.0
486806,0.0
314988,0.0
370916,0.0
355502,0.0
275710,0.0
240259,0.0
319592,0.0
22278,0.0
424575,0.0
498485,0.0
183509,0.0
507989,0.0
163707,0.0
184627,0.0
168505,0.0
196939,0.0
421181,0.0
22575,0.0
45747,0.0
500268,0.0
345583,0.0
150744,0.0
8583,0.0
339893,0.0
511909,0.0
225871,0.0
115190,0.0
541028,0.0
540541,0.0
88184,0.0
565814,0.0
204101,0.0
112635,0.0
140950,0.0
374187,0.0
227325,0.0
30220,0.0
150946,0.0
453143,0.0
289649,0.0
145098,0.0
145148,0.0
189778,0.0
121361,0.0
154033,0.0
514583,0.0
453249,0.0
316032,0.0
140960,0.0
25242,0.0
287112,0.0
549917,0.0
402635,0.0
100213,0.0
308965,0.0
476437,0.0
169375,0.0
530627,0.0
576064,0.0
571049,0.0
493112,0.0
462052,0.0
402487,0.0
5852,0.0
277112,0.0
482812,0.0
250239,0.0
68187,0.0
451608,0.0
401967,0.0
185832,0.0
444211,0.0
35695,0.0
138623,0.0
27897,0.0
302829,0.0
320947,0.0
251818,0.0
499642,0.0
51108,0.0
268936,0.0
543945,0.0
454671,0.0
120696,0.0
65771,0.0
30663,0.0
451053,0.0
348462,0.0
545685,0.0
341234,0.0
127749,0.0
416937,0.0
504410,0.0
143532,0.0
371524,0.0
542182,0.0
167262,0.0
270107,0.0
524822,0.0
429865,0.0
146298,0.0
421706,0.0
76308,0.0
303217,0.0
517577,0.0
557882,0.0
379274,0.0
397680,0.0
29673,0.0
551944,0.0
556216,0.0
178368,0.0
475649,0.0
203194,0.0
331863,0.0
553919,0.0
255023,0.0
46274,0.0
367162,0.0
216748,0.0
86919,0.0
53936,0.0
470649,0.0
454644,0.0
88196,0.0
210660,0.0
9889,0.0
574180,0.0
547362,0.0
149995,0.0
553227,0.0
372269,0.0
30606,0.0
377096,0.0
451692,0.0
87228,0.0
332633,0.0
345854,0.0
319297,0.0
116070,0.0
395312,0.0
238964,0.0
496462,0.0
510028,0.0
180628,0.0
291940,0.0
197423,0.0
4291,0.0
434833,0.0
477868,0.0
251877,0.0
235953,0.0
524139,0.0
146978,0.0
324764,0.0
123831,0.0
382654,0.0
467242,0.0
397341,0.0
282407,0.0
2367,0.0
304099,0.0
526882,0.0
13193,0.0
34273,0.0
143734,0.0
347819,0.0
438574,0.0
406765,0.0
190901,0.0
228873,0.0
167321,0.0
319803,0.0
441831,0.0
96060,0.0
191461,0.0
167389,0.0
224177,0.0
480124,0.0
557248,0.0
75800,0.0
264860,0.0
245278,0.0
350067,0.0
267756,0.0
258207,0.0
344062,0.0
412190,0.0
578007,0.0
397232,0.0
535667,0.0
542638,0.0
94457,0.0
527503,0.0
409577,0.0
491557,0.0
138073,0.0
265997,0.0
519793,0.0
216930,0.0
174729,0.0
200482,0.0
458799,0.0
466872,0.0
178084,0.0
87710,0.0
250709,0.0
438573,0.0
103187,0.0
380510,0.0
408883,0.0
64087,0.0
325465,0.0
97801,0.0
3407,0.0
5520,0.0
468391,0.0
113222,0.0
527907,0.0
277408,0.0
559668,0.0
260603,0.0
430419,0.0
528435,0.0
69115,0.0
444871,0.0
463001,0.0
58484,0.0
249931,0.0
344259,0.0
893,0.0
338010,0.0
307207,0.0
488166,0.0
343816,0.0
518981,0.0
41482,0.0
575681,0.0
331508,0.0
69719,0.0
428948,0.0
1566,0.0
159215,0.0
169106,0.0
37493,0.0
551462,0.0
455240,0.0
340835,0.0
412552,0.0
500385,0.0
140264,0.0
498095,0.0
381760,0.0
5237,0.0
246333,0.0
389207,0.0
188019,0.0
554442,0.0
111148,0.0
39108,0.0
497151,0.0
326431,0.0
184995,0.0
88620,0.0
318442,0.0
39710,0.0
101576,0.0
504432,0.0
90755,0.0
489747,0.0
227951,0.0
87189,0.0
466145,0.0
210715,0.0
182812,0.0
443826,0.0
350901,0.0
557123,0.0
303154,0.0
550996,0.0
113636,0.0
516265,0.0
561998,0.0
321802,0.0
447683,0.0
371337,0.0
554473,0.0
503877,0.0
119931,0.0
236254,0.0
367464,0.0
527189,0.0
217160,0.0
207710,0.0
280942,0.0
214615,0.0
340688,0.0
529582,0.0
495828,0.0
19033,0.0
122481,0.0
196742,0.0
218942,0.0
560089,0.0
54353,0.0
554199,0.0
571262,0.0
158218,0.0
263198,0.0
474294,0.0
186396,0.0
78322,0.0
60815,0.0
147991,0.0
423991,0.0
185290,0.0
469272,0.0
531540,0.0
535418,0.0
362011,0.0
494786,0.0
469322,0.0
359471,0.0
34486,0.0
324317,0.0
570472,0.0
575222,0.0
206712,0.0
427010,0.0
269474,0.0
400057,0.0
353153,0.0
85292,0.0
301585,0.0
354871,0.0
149673,0.0
109621,0.0
145687,0.0
330065,0.0
326868,0.0
575062,0.0
266653,0.0
122677,0.0
38507,0.0
569992,0.0
194778,0.0
46783,0.0
296185,0.0
22600,0.0
3423,0.0
29351,0.0
479283,0.0
238352,0.0
215900,0.0
296219,0.0
45821,0.0
372180,0.0
209967,0.0
325579,0.0
211795,0.0
136667,0.0
45513,0.0
405757,0.0
12036,0.0
291473,0.0
16611,0.0
478472,0.0
301815,0.0
73972,0.0
290927,0.0
420310,0.0
413063,0.0
451194,0.0
362012,0.0
300501,0.0
164599,0.0
329325,0.0
180260,0.0
2867,0.0
204879,0.0
446138,0.0
533456,0.0
86973,0.0
233357,0.0
399189,0.0
210291,0.0
455701,0.0
99810,0.0
551743,0.0
97719,0.0
117940,0.0
83724,0.0
492852,0.0
438969,0.0
444601,0.0
203296,0.0
548397,0.0
229650,0.0
507492,0.0
357715,0.0
344370,0.0
198427,0.0
467625,0.0
48136,0.0
339312,0.0
559028,0.0
89665,0.0
345242,0.0
288941,0.0
175145,0.0
395269,0.0
159818,0.0
228521,0.0
548920,0.0
120677,0.0
3801,0.0
549488,0.0
62796,0.0
423179,0.0
300511,0.0
172879,0.0
286346,0.0
262999,0.0
206374,0.0
291836,0.0
108228,0.0
191497,0.0
340568,0.0
198752,0.0
194337,0.0
172930,0.0
161975,0.0
442438,0.0
360622,0.0
205499,0.0
232140,0.0
351115,0.0
175823,0.0
166510,0.0
385906,0.0
1115,0.0
548402,0.0
150171,0.0
375803,0.0
39933,0.0
232473,0.0
289239,0.0
295310,0.0
201795,0.0
67981,0.0
328439,0.0
383314,0.0
173882,0.0
451272,0.0
142107,0.0
545198,0.0
192325,0.0
41645,0.0
45710,0.0
423861,0.0
492544,0.0
304636,0.0
20737,0.0
128781,0.0
457090,0.0
555297,0.0
429766,0.0
56187,0.0
206261,0.0
29723,0.0
413235,0.0
317007,0.0
215191,0.0
573709,0.0
564584,0.0
78772,0.0
76786,0.0
483075,0.0
19986,0.0
338974,0.0
511961,0.0
302322,0.0
496165,0.0
518264,0.0
126838,0.0
50830,0.0
102632,0.0
158854,0.0
166404,0.0
221950,0.0
409780,0.0
307115,0.0
152768,0.0
483878,0.0
101412,0.0
152779,0.0
293195,0.0
70241,0.0
275020,0.0
446027,0.0
127725,0.0
238184,0.0
83750,0.0
432285,0.0
471040,0.0
328396,0.0
253837,0.0
206926,0.0
32464,0.0
357358,0.0
142646,0.0
29044,0.0
521844,0.0
492838,0.0
506343,0.0
92882,0.0
361335,0.0
468548,0.0
571773,0.0
450585,0.0
87153,0.0
572938,0.0
79918,0.0
63866,0.0
237303,0.0
436916,0.0
479995,0.0
265225,0.0
189155,0.0
138053,0.0
575391,0.0
33092,0.0
369439,0.0
211611,0.0
564518,0.0
412163,0.0
483695,0.0
112679,0.0
106177,0.0
13676,0.0
396026,0.0
378994,0.0
64390,0.0
67112,0.0
219475,0.0
190461,0.0
154572,0.0
154619,0.0
536104,0.0
96075,0.0
257323,0.0
215200,0.0
210984,0.0
99199,0.0
84307,0.0
109931,0.0
522841,0.0
543724,0.0
54631,0.0
569720,0.0
574449,0.0
556208,0.0
116550,0.0
23856,0.0
266967,0.0
284688,0.0
404734,0.0
297117,0.0
339622,0.0
36516,0.0
302272,0.0
571230,0.0
471751,0.0
306027,0.0
537162,0.0
47979,0.0
241710,0.0
389432,0.0
463333,0.0
449102,0.0
283414,0.0
501564,0.0
238437,0.0
233312,0.0
424037,0.0
278231,0.0
132696,0.0
19015,0.0
549437,0.0
538535,0.0
402648,0.0
200798,0.0
565339,0.0
476713,0.0
502551,0.0
223374,0.0
520291,0.0
144042,0.0
166724,0.0
326606,0.0
183911,0.0
8778,0.0
103394,0.0
485489,0.0
22124,0.0
509528,0.0
337275,0.0
391261,0.0
267705,0.0
559917,0.0
181055,0.0
357498,0.0
295140,0.0
38626,0.0
379941,0.0
200801,0.0
229262,0.0
146095,0.0
325405,0.0
286698,0.0
123658,0.0
448068,0.0
415455,0.0
41770,0.0
62533,0.0
532784,0.0
430698,0.0
576643,0.0
53544,0.0
448301,0.0
79975,0.0
326653,0.0
265852,0.0
27830,0.0
396282,0.0
417175,0.0
257374,0.0
47923,0.0
33056,0.0
61886,0.0
194292,0.0
192224,0.0
109970,0.0
146490,0.0
425662,0.0
458441,0.0
268392,0.0
299999,0.0
493530,0.0
502513,0.0
16822,0.0
295567,0.0
442567,0.0
402320,0.0
560395,0.0
509574,0.0
389635,0.0
59405,0.0
198930,0.0
132128,0.0
546297,0.0
42904,0.0
51449,0.0
169005,0.0
389281,0.0
338071,0.0
429270,0.0
214248,0.0
260042,0.0
412927,0.0
244328,0.0
415331,0.0
127508,0.0
397554,0.0
158721,0.0
578153,0.0
24000,0.0
272460,0.0
177898,0.0
158282,0.0
275406,0.0
173083,0.0
556268,0.0
436887,0.0
92336,0.0
281224,0.0
544023,0.0
31443,0.0
350801,0.0
473363,0.0
145875,0.0
394357,0.0
330792,0.0
141463,0.0
534163,0.0
334388,0.0
23874,0.0
91342,0.0
485318,0.0
336952,0.0
372939,0.0
132781,0.0
411731,0.0
104325,0.0
333212,0.0
571820,0.0
488755,0.0
264285,0.0
4573,0.0
115334,0.0
53177,0.0
334511,0.0
92608,0.0
357906,0.0
57262,0.0
178347,0.0
281915,0.0
422324,0.0
61931,0.0
35096,0.0
514868,0.0
482615,0.0
246860,0.0
63036,0.0
292365,0.0
489445,0.0
114685,0.0
370085,0.0
386338,0.0
5458,0.0
85700,0.0
97738,0.0
503314,0.0
339143,0.0
123717,0.0
27699,0.0
81962,0.0
372127,0.0
229196,0.0
389119,0.0
247331,0.0
324966,0.0
227428,0.0
1077,0.0
81659,0.0
27942,0.0
91031,0.0
450701,0.0
20216,0.0
55164,0.0
24613,0.0
355631,0.0
510740,0.0
489156,0.0
431159,0.0
563555,0.0
322987,0.0
429045,0.0
187697,0.0
280259,0.0
43519,0.0
492145,0.0
522028,0.0
417096,0.0
209472,0.0
507003,0.0
425370,0.0
146207,0.0
43150,0.0
332168,0.0
36750,0.0
384248,0.0
279015,0.0
258353,0.0
27784,0.0
267163,0.0
549550,0.0
198522,0.0
29199,0.0
289252,0.0
82619,0.0
365308,0.0
443108,0.0
388667,0.0
512247,0.0
411634,0.0
429927,0.0
399955,0.0
427401,0.0
239147,0.0
179968,0.0
73055,0.0
514269,0.0
427314,0.0
268209,0.0
38070,0.0
229296,0.0
89129,0.0
220749,0.0
221526,0.0
440617,0.0
383845,0.0
110387,0.0
355114,0.0
471842,0.0
251136,0.0
292553,0.0
7622,0.0
347473,0.0
479728,0.0
456120,0.0
196297,0.0
254520,0.0
324122,0.0
308101,0.0
72345,0.0
22225,0.0
71982,0.0
314335,0.0
412342,0.0
160090,0.0
42022,0.0
188922,0.0
503979,0.0
214609,0.0
492562,0.0
53526,0.0
208445,0.0
536583,0.0
236708,0.0
332130,0.0
455781,0.0
193820,0.0
396928,0.0
102996,0.0
359963,0.0
373545,0.0
331792,0.0
378471,0.0
84317,0.0
429883,0.0
321422,0.0
216297,0.0
469403,0.0
442983,0.0
1986,0.0
181867,0.0
275923,0.0
158991,0.0
107803,0.0
106046,0.0
171003,0.0
37570,0.0
421344,0.0
229359,0.0
302709,0.0
289692,0.0
37373,0.0
182568,0.0
104786,0.0
121150,0.0
65179,0.0
46352,0.0
50500,0.0
364164,0.0
501029,0.0
494445,0.0
397830,0.0
226970,0.0
489517,0.0
462197,0.0
377069,0.0
25288,0.0
212908,0.0
530687,0.0
169416,0.0
91845,0.0
382123,0.0
164018,0.0
483805,0.0
404551,0.0
1209,0.0
112292,0.0
102023,0.0
558755,0.0
307656,0.0
475539,0.0
25888,0.0
123605,0.0
549808,0.0
253559,0.0
225163,0.0
435591,0.0
441641,0.0
390071,0.0
6113,0.0
1259,0.0
65628,0.0
88983,0.0
18294,0.0
422645,0.0
43820,0.0
157498,0.0
311811,0.0
329860,0.0
571126,0.0
339002,0.0
30545,0.0
46050,0.0
310567,0.0
273126,0.0
510388,0.0
150324,0.0
562039,0.0
575269,0.0
74811,0.0
523371,0.0
494385,0.0
9630,0.0
42272,0.0
167141,0.0
280569,0.0
411765,0.0
232343,0.0
451307,0.0
216391,0.0
301041,0.0
328756,0.0
554272,0.0
403730,0.0
335146,0.0
48484,0.0
511617,0.0
67301,0.0
49965,0.0
466344,0.0
246277,0.0
124664,0.0
105449,0.0
258546,0.0
548018,0.0
58643,0.0
550882,0.0
532914,0.0
187738,0.0
183263,0.0
511257,0.0
360763,0.0
561155,0.0
154946,0.0
378240,0.0
544468,0.0
247595,0.0
338239,0.0
437892,0.0
283901,0.0
391532,0.0
139511,0.0
556441,0.0
121297,0.0
291261,0.0
322628,0.0
135083,0.0
11954,0.0
265776,0.0
361486,0.0
459153,0.0
427888,0.0
219524,0.0
459768,0.0
177540,0.0
222816,0.0
500480,0.0
130661,0.0
429718,0.0
195440,0.0
317538,0.0
80892,0.0
422423,0.0
224297,0.0
250567,0.0
558441,0.0
224870,0.0
451388,0.0
349063,0.0
213683,0.0
360659,0.0
330459,0.0
568084,0.0
228400,0.0
308988,0.0
53447,0.0
113667,0.0
342821,0.0
316612,0.0
532828,0.0
44873,0.0
549154,0.0
569940,0.0
397102,0.0
539920,0.0
541588,0.0
217142,0.0
262958,0.0
477952,0.0
133314,0.0
235371,0.0
348184,0.0
116466,0.0
511974,0.0
407340,0.0
239076,0.0
242852,0.0
31347,0.0
398759,0.0
13567,0.0
38149,0.0
438540,0.0
352385,0.0
153681,0.0
472494,0.0
414007,0.0
146513,0.0
159317,0.0
83687,0.0
559817,0.0
105008,0.0
402411,0.0
320247,0.0
56417,0.0
299679,0.0
143708,0.0
220588,0.0
381589,0.0
269426,0.0
294271,0.0
502459,0.0
221756,0.0
325886,0.0
280247,0.0
10540,0.0
425618,0.0
81551,0.0
12416,0.0
530386,0.0
130848,0.0
232776,0.0
75066,0.0
255741,0.0
399650,0.0
183343,0.0
236226,0.0
462208,0.0
197582,0.0
319779,0.0
353789,0.0
486781,0.0
44305,0.0
443972,0.0
278733,0.0
280583,0.0
414489,0.0
1187,0.0
531480,0.0
56911,0.0
458210,0.0
365292,0.0
445398,0.0
489365,0.0
524550,0.0
415394,0.0
575532,0.0
295108,0.0
432092,0.0
381459,0.0
130744,0.0
105468,0.0
419902,0.0
13777,0.0
506925,0.0
187962,0.0
544001,0.0
578117,0.0
443149,0.0
48707,0.0
448201,0.0
523533,0.0
247423,0.0
566454,0.0
274335,0.0
91962,0.0
13041,0.0
120749,0.0
312928,0.0
167546,0.0
132472,0.0
307273,0.0
541644,0.0
475788,0.0
576278,0.0
505085,0.0
16898,0.0
37752,0.0
184620,0.0
112253,0.0
80111,0.0
240571,0.0
283910,0.0
494695,0.0
231833,0.0
510644,0.0
180117,0.0
78061,0.0
288968,0.0
86571,0.0
356672,0.0
238528,0.0
568238,0.0
448242,0.0
132410,0.0
264835,0.0
302404,0.0
136871,0.0
68702,0.0
450477,0.0
374846,0.0
464285,0.0
195848,0.0
485791,0.0
46906,0.0
351858,0.0
559372,0.0
558227,0.0
499720,0.0
297345,0.0
105876,0.0
306761,0.0
126228,0.0
320507,0.0
119544,0.0
300097,0.0
295149,0.0
403120,0.0
466684,0.0
220353,0.0
152164,0.0
514273,0.0
227340,0.0
491443,0.0
560654,0.0
324465,0.0
112377,0.0
446908,0.0
401371,0.0
425884,0.0
99935,0.0
513797,0.0
99134,0.0
217341,0.0
5424,0.0
505752,0.0
391431,0.0
491592,0.0
353505,0.0
265221,0.0
61667,0.0
294441,0.0
14746,0.0
109822,0.0
150602,0.0
308694,0.0
575469,0.0
86347,0.0
476944,0.0
326104,0.0
297157,0.0
145460,0.0
135939,0.0
336189,0.0
500140,0.0
75068,0.0
199842,0.0
528322,0.0
422663,0.0
450215,0.0
131531,0.0
395929,0.0
492692,0.0
367070,0.0
85520,0.0
184477,0.0
548190,0.0
240490,0.0
454955,0.0
291831,0.0
146599,0.0
161641,0.0
194490,0.0
460883,0.0
402142,0.0
490035,0.0
103917,0.0
306961,0.0
277823,0.0
239678,0.0
202643,0.0
460191,0.0
387761,0.0
424521,0.0
394944,0.0
498874,0.0
16879,0.0
86816,0.0
193563,0.0
372062,0.0
241690,0.0
455155,0.0
335256,0.0
